name,5k,10k,20k,half,25k,30k,35k,40k,official,pace,rank_overall,rank_in_gender_only,rank_in_division,age,gender,country,state,city,bib
"Boyd, Rick C.",25.28,49.73,99.32,104.85,124.9,151.52,180.83,211.9,225.27,8.6,13993,9423,1783,49,M,USA,GA,Atlanta,31952
"Cotrone, Michael J.",28.98,58.8,127.75,136.1,165.62,211.52,260.57,304.78,323.4,12.35,29108,16272,5518,36,M,USA,MA,Boston,31953
"Andy, Bob A.",30.65,60.78,127.97,135.62,165.57,211.32,252.68,293.9,310.65,11.85,28144,15805,2415,42,M,USA,MA,Winthrop,31954
"Masters, Jon C.",24.72,48.97,101.33,106.75,130.32,162.22,194.65,226.95,238.98,9.12,17814,11053,4043,32,M,USA,MA,Cambridge,31955
"Bolduc, Lisa M.",31.03,61.3,124.78,131.15,156.83,192.53,227.1,260.6,273.53,10.43,23983,10179,4976,32,F,USA,MA,Marlboro,31956
"Robson, Jesse",26.45,51.28,101.1,106.65,126.45,154.4,184.67,215.32,229.18,8.75,15067,9875,3831,37,M,USA,VT,Bennington,31957
"Ahern, Daniel J.",24.43,48.18,98.18,103.85,124.62,152.42,180.9,211.42,224.57,8.57,13778,9335,1299,50,M,USA,MA,Chelmsford,31958
"Ardila, Carlos",36.28,71.38,140.8,148.13,178.12,215.5,251.63,291.4,308.75,11.78,27993,15730,5317,32,M,USA,MA,Boston,31959
"Glisson, William S. Jr.",33.62,68.65,142.2,150.6,183.93,230.5,284.78,329.88,346.23,13.22,30434,16917,2548,43,M,USA,GA,Woodstock,31960
"Golson, Kelly Jo",30.57,62.03,128.7,135.82,164.05,203.9,245.97,286.53,304.02,11.6,27583,12072,2006,46,F,USA,IL,Batavia,31962
"Griffith, Carol A.",28.35,56.82,115.38,121.98,146.38,183.65,219.67,258.23,276.1,10.53,24296,10353,1066,52,F,BER,others,Warwick,31963
"Hunt, Sara M.",26.47,53.22,106.45,112.23,132.98,159.77,187.45,213.9,225.72,8.62,14115,4641,3002,34,F,USA,CA,San Francisco,31964
"Petrozziello, Gillian L.",30.2,62.52,128.57,135.65,163.2,202.42,245.88,285.58,301.47,11.5,27376,11959,5777,26,F,USA,MA,Melrose,31965
"Griffin, Thomas",28.95,56.87,110.57,116.65,141.07,169.15,198.92,228.6,241.28,9.22,18353,11280,1870,44,M,USA,MA,Milton,31966
"Heppler, Brett M.",32.87,63.78,127.98,135.52,164.83,205.4,246.57,291.35,308.55,11.78,27956,15713,5308,39,M,USA,NH,Northwood,31967
"Cain, Robin",36.23,73.05,151.2,159.93,193.37,237.2,283.62,325.32,344.73,13.15,30363,13484,2183,49,F,USA,MA,Medford,31968
"Morton, Carol A.",29.05,58.47,130.0,137.45,167.13,206.4,247.95,289.67,307.48,11.73,27858,12201,1283,50,F,USA,MA,New Bedford,31969
"Harper, Courtney J.",34.87,68.2,139.52,147.22,175.88,216.13,256.5,295.2,310.13,11.83,28100,12319,5945,39,F,USA,MA,Brimfield,31970
"Tierney, Michael",31.67,64.02,128.48,135.57,161.82,200.55,230.27,275.1,288.93,11.03,25985,14737,4997,24,M,USA,MA,West Roxbury,31971
"Jennings, John T. III",30.28,60.75,125.8,132.75,159.4,196.52,235.25,271.18,287.95,10.98,25843,14668,1471,59,M,USA,MD,Chester,31972
"Fortier, Cheryl M.",26.07,52.55,110.65,117.05,143.63,174.67,209.97,246.0,259.82,9.92,21840,9039,4546,30,F,USA,MA,Cambridge,31973
"Haro, Oscar",28.4,55.03,110.1,116.88,139.05,170.25,204.63,236.5,250.37,9.55,20111,12031,2203,49,M,USA,CA,Los Angles,31974
"Sweeney, Daniel F.",29.85,60.53,124.7,131.77,159.68,196.0,236.28,277.45,294.3,11.23,26626,15059,5088,25,M,USA,NY,Rockville Centre,31975
"Kelley, Erin R.",30.78,65.73,131.68,138.75,167.58,205.05,244.77,289.72,307.88,11.75,27900,12220,5896,27,F,USA,MA,Dedham,31977
"Waltz, Seth R.",23.37,46.3,94.68,100.2,120.95,149.82,181.62,214.83,233.98,8.93,16406,10438,3925,33,M,USA,MA,Allston,31978
"Essakow, Jeffrey",34.57,68.25,138.3,145.9,179.02,232.7,288.72,344.48,369.08,14.08,31172,17237,1071,60,M,USA,CA,La Jolla,31979
"Simmons, Paolo",28.03,55.38,109.75,115.82,139.33,169.38,201.13,233.2,247.68,9.45,19601,11807,2168,45,M,USA,MA,Boston,31980
"Quirk, Thomas J.",27.0,52.95,108.4,114.38,136.97,167.93,204.82,246.6,263.8,10.07,22463,13094,1930,53,M,USA,MA,Sudbury,31981
"Hood, Maureen M.",31.82,66.23,136.63,144.45,173.87,216.25,261.87,313.95,331.78,12.67,29631,13093,2141,48,F,SUI,others,Coppet,31982
"Abrams, Kally A.",32.15,65.77,145.48,153.77,188.48,235.13,279.53,324.52,343.72,13.12,30325,13466,2211,43,F,USA,NH,Bow,31983
"Bagley, Sean",26.22,51.48,103.1,108.97,130.27,159.55,198.87,243.13,263.08,10.05,22341,13041,2071,42,M,USA,MA,Lynn,31984
"Kelley, Kenneth M.",33.33,68.87,141.88,148.83,182.53,226.82,274.1,319.72,337.77,12.88,29993,16719,2526,42,M,USA,MA,Saugus,31985
"Bailey, Tammy",30.07,61.33,125.92,132.78,159.0,191.93,226.22,259.78,274.4,10.47,24085,10236,1770,41,F,USA,MA,Worcester,31986
"Feloney, Paul G.",28.63,55.7,110.02,116.22,138.13,170.32,211.42,247.38,262.32,10.02,22232,12998,1918,50,M,USA,MA,Belmont,31987
"Murray, Tammy",30.15,62.13,129.12,136.12,162.87,197.55,232.92,267.25,281.6,10.75,25026,10742,1829,41,F,USA,MA,Worcester,31988
"Gianni, Joseph R.",28.65,57.48,116.52,123.3,149.8,184.15,220.18,254.23,268.53,10.25,23237,13458,1975,53,M,USA,CT,West Hartford,31989
"Lasch, Richard",30.48,58.53,113.52,119.5,141.7,172.68,206.45,241.05,256.68,9.8,21271,12532,2005,40,M,USA,MA,Hingham,31990
"Belcher, Shannon",34.13,69.88,154.57,163.13,199.4,249.57,298.8,346.15,366.42,13.98,31119,13903,2271,44,F,USA,CT,Woodstock,31992
"Richter, Laura E",30.93,61.45,129.42,136.33,163.52,203.63,247.13,292.85,308.93,11.78,28006,12270,5919,30,F,USA,MA,Medford,31993
"Turcott, Richard Jr.",27.65,56.32,118.85,125.52,153.98,191.75,231.47,271.22,289.27,11.03,26033,14763,2575,47,M,USA,MA,Westford,31994
"Mehta, Cabul",31.05,62.32,130.47,138.22,176.27,227.13,273.85,314.27,332.97,12.7,29705,16573,5613,33,M,USA,MA,Bedford,31995
"Kadlik, Patrick T",31.17,63.77,133.85,143.05,183.6,228.15,279.5,326.73,345.03,13.17,30380,16887,5719,28,M,USA,MA,Hopkinton,31996
"Brophy, Patrick I.",28.05,57.23,113.53,119.67,142.22,175.17,219.93,263.35,282.73,10.8,25192,14355,2226,42,M,USA,MA,Dorchester,31997
"Morrissey, Bryan J",29.55,58.03,117.88,124.68,151.25,190.2,232.8,274.72,292.48,11.17,26408,14939,2149,54,M,USA,MA,Hingham,31998
"Henry, George L",32.87,67.07,129.83,136.75,160.95,192.02,221.38,252.08,265.42,10.13,22713,13209,238,65,M,USA,MA,Chatham,32000
"Mcnamara, David",34.03,68.07,141.22,149.57,185.5,237.6,289.93,341.08,363.68,13.88,31050,17189,5809,39,M,USA,MA,Sharon,32001
"Powless, Steven",32.15,64.28,126.15,132.72,156.75,187.93,219.33,252.63,269.05,10.27,23303,13492,1338,58,M,USA,KY,Paducah,32002
"Byrd, Franklin",26.25,53.53,123.17,131.63,163.37,206.57,251.35,294.02,313.28,11.95,28349,15921,2725,49,M,USA,TX,Richardson,32003
"Drzewiecki, Alexis",29.07,59.23,125.95,133.38,161.72,201.53,243.13,283.33,298.98,11.42,27141,11833,5710,36,F,USA,MA,Boston,32004
"Webster, Suzanne",29.67,60.32,131.9,142.68,191.13,243.78,291.77,335.25,352.03,13.43,30681,13651,6635,34,F,USA,MA,Medway,32005
"Durr, Lindsay",32.93,66.08,133.92,140.97,167.9,202.72,237.53,271.13,284.8,10.87,25457,10990,5316,28,F,USA,MA,Brookline,32006
"Leach, Adam J",27.38,54.17,110.32,116.48,140.07,170.48,201.15,232.3,246.85,9.42,19465,11747,4180,30,M,USA,IL,Chicago,32008
"Turk, Michelle L",34.47,69.22,154.32,164.05,205.93,255.37,306.6,349.87,366.02,13.97,31103,13895,6754,33,F,USA,MA,Lawrence,32009
"Festa, Christine",36.02,71.73,163.78,173.02,208.82,255.68,303.63,363.02,379.52,14.48,31412,14073,6844,37,F,USA,MA,Saugus,32010
"Martell, Lisa",32.72,66.07,134.13,141.38,167.93,202.42,235.85,275.57,292.93,11.18,26452,11483,5549,27,F,USA,MA,South Boston,32011
"Lapointe, Emily",32.23,65.92,134.8,142.25,171.85,211.3,249.55,286.67,302.42,11.55,27447,11995,5793,27,F,USA,MA,Cambridge,32012
"Heck, Kelly",33.28,66.32,138.35,146.28,178.1,219.42,261.17,302.78,319.97,12.22,28851,12697,2081,42,F,USA,MA,Norton,32013
"Aborn, Amanda J",30.17,59.82,117.02,123.32,146.25,178.38,213.03,249.52,263.83,10.07,22467,9370,4673,26,F,USA,MA,Waltham,32014
"Pflug, Jenn",33.1,66.73,141.57,150.47,183.68,228.62,277.22,322.95,342.65,13.08,30259,13434,6530,23,F,USA,NJ,East Brunswick,32015
"Gallo, Erin P",29.48,58.28,116.25,122.8,150.82,183.62,220.6,256.25,271.82,10.38,23724,10044,1735,40,F,USA,MA,Wellesley,32016
"Frymer, Sam J",29.9,59.5,124.98,131.78,161.87,201.5,243.45,282.1,297.7,11.37,27013,15246,5147,31,M,USA,MA,Lexington,32017
"Dierberger, Amy",31.82,63.45,128.57,135.3,160.9,196.4,236.5,280.13,296.75,11.33,26895,11709,5646,38,F,USA,MA,Somerville,32018
"Ledwith, Sue",28.72,58.87,128.63,135.63,166.5,206.68,246.93,285.58,300.8,11.48,27327,11935,1977,44,F,USA,MA,Walpole,32019
"Gorfinkle, Michael D",31.12,65.03,139.82,148.22,202.35,242.62,283.7,329.27,346.25,13.22,30436,16918,5727,37,M,USA,MD,Ellicott City,32020
"Smith, Jessica L",24.72,50.45,108.12,115.05,142.93,191.75,235.97,277.8,292.55,11.17,26415,11471,5545,28,F,USA,MA,Chestnut Hill,32021
"Middleton, Kate S",37.57,75.3,155.18,163.37,196.92,243.8,295.6,346.05,364.08,13.9,31056,13865,6740,35,F,USA,MA,Carlisle,32022
"Briseno, Joe",30.2,59.83,120.42,127.13,151.92,184.68,218.88,253.32,267.68,10.22,23101,13390,2387,48,M,USA,IL,Mason City,32023
"Rath, Kristina M",29.57,67.27,154.47,162.95,202.33,262.07,311.9,351.07,369.15,14.08,31174,13936,2277,44,F,USA,CT,Madison,32024
"Sullivan, Andrew C",30.3,60.4,121.75,128.35,152.65,187.7,225.38,264.62,279.9,10.68,24795,14175,4819,27,M,USA,MA,South Boston,32025
"Demello, Kim",30.55,59.72,115.68,121.88,144.72,175.85,218.88,256.47,270.43,10.32,23514,9926,4871,26,F,USA,MA,Norwell,32026
"Gittlen, Sandra L",31.78,66.87,144.88,153.12,187.85,238.6,284.75,334.05,353.28,13.48,30737,13685,2242,43,F,USA,MA,Northborough,32027
"Goossens, Isabelle",28.5,55.58,112.77,119.32,146.55,183.37,221.58,258.92,273.82,10.45,24016,10200,4985,22,F,USA,CT,Greenwich,32028
"Carew, Elizabeth A",32.13,63.72,134.88,142.37,172.73,213.03,256.47,296.9,312.32,11.92,28274,12391,5982,28,F,USA,MA,Quincy,32030
"Busch, Lori B",27.2,54.75,110.13,116.02,137.82,166.98,197.92,228.95,242.02,9.23,18497,7152,3928,31,F,USA,MA,Brookline,32031
"Kasle, Lauren",31.25,63.38,135.17,142.13,182.65,223.32,275.3,319.28,336.63,12.85,29910,13243,6432,27,F,USA,MA,Lynnfield,32032
"Garner, Alana P",27.23,53.68,110.42,116.62,145.68,179.22,216.5,258.0,273.13,10.43,23917,10147,4960,30,F,USA,NC,Raleigh,32033
"Davis, James R",28.37,60.15,124.48,131.03,157.62,197.12,236.98,275.42,289.77,11.07,26096,14787,2283,42,M,USA,MA,Norton,32034
"Steacy, Morgan M",29.62,61.02,136.55,144.53,176.82,227.57,269.77,310.47,327.55,12.5,29356,12959,6284,28,F,USA,MA,Foxboro,32036
"Dunwell, Sheree M",42.67,80.88,159.95,168.48,202.17,250.63,309.18,353.25,371.0,14.15,31217,13961,6788,28,F,USA,MA,Saugus,32038
"Pohl, Jennifer",27.43,55.3,112.5,119.08,167.03,210.7,251.18,285.38,300.03,11.45,27248,11895,1971,41,F,USA,MA,East Bridgewater,32039
"Jordan, Jaclyn A.",31.68,64.85,134.73,142.45,175.82,217.28,256.78,294.6,310.27,11.85,28106,12321,5947,36,F,USA,MA,Boston,32040
"Cascio, Jocelyn",26.63,53.53,114.98,122.18,150.37,188.15,228.57,263.87,279.3,10.67,24707,10571,5138,39,F,USA,MA,Haverhill,32041
"Vafides, Timothy",25.78,50.67,102.52,108.77,131.0,162.92,200.15,236.67,249.27,9.52,19906,11947,4206,34,M,USA,MA,Framingham,32042
"Sacco, Lauren",30.7,66.67,131.72,138.55,164.45,200.47,239.87,279.95,293.5,11.2,26521,11526,5564,24,F,USA,MA,Brookline,32043
"Hatzopoulos, Christos",31.92,64.52,133.63,141.13,170.45,211.7,252.53,293.17,309.72,11.82,28059,15768,1585,56,M,USA,MA,West Roxbury,32044
"Bourassa, Melissa",27.93,55.05,112.82,119.0,144.6,181.47,221.93,258.33,275.5,10.52,24208,10304,1768,46,F,USA,MA,Woburn,32045
"Easton, Michelle",28.65,55.18,113.2,119.47,143.28,177.03,210.45,245.35,259.12,9.88,21718,8981,4528,28,F,USA,MA,Natick,32046
"Lee, Jonathan",31.48,63.8,134.17,141.85,173.08,219.87,269.47,324.12,341.4,13.03,30196,16796,5685,23,M,USA,MA,Boston,32048
"Park, Kwi Nam",27.37,55.03,113.63,119.92,145.45,179.6,217.28,260.82,276.92,10.57,24410,10414,165,60,F,USA,MA,Westboro,32049
"Lucia, Destiny S",33.15,66.2,140.72,148.8,182.25,226.0,273.82,316.47,333.67,12.73,29744,13154,6376,30,F,USA,ME,Saco,32050
"Guidetti, Gillian",31.15,61.2,123.15,130.12,158.07,197.18,236.6,277.82,293.3,11.2,26495,11510,5556,28,F,USA,MA,Malden,32051
"Vezeridis, Peter S",28.77,57.9,114.42,120.4,142.57,171.27,200.5,228.6,240.57,9.18,18207,11218,4076,33,M,USA,MA,Boston,32052
"Barry, Robert J",32.3,66.05,138.65,146.45,180.63,227.22,276.48,322.9,342.55,13.07,30252,16823,1029,62,M,USA,MA,Dedham,32053
"Porter, Vanessa L",29.55,58.9,120.48,127.33,153.55,190.25,230.93,271.73,287.27,10.97,25766,11140,5389,28,F,USA,MA,Brighton,32054
"Padmanabhan, Viswanathan",33.5,63.75,123.77,130.45,157.3,196.77,245.38,300.7,319.87,12.22,28848,16152,1622,55,M,USA,MA,Wayland,32055
"Cappillo, David V",30.23,59.15,114.57,120.72,143.52,172.88,207.92,245.87,262.3,10.02,22222,12990,2065,41,M,USA,MA,Wellesley,32056
"Finkel, Daniel E",23.77,47.02,94.2,99.52,119.1,146.67,178.75,211.13,225.72,8.62,14113,9473,3755,37,M,USA,MA,Dedham,32057
"Phillips, Coleen M",29.75,58.9,117.52,124.05,148.08,180.75,215.78,249.92,264.27,10.08,22533,9407,4686,34,F,USA,MA,Uxbridge,32059
"Heiden, Zachary L.",30.85,63.57,142.65,150.22,181.72,222.82,267.95,315.63,333.55,12.73,29736,16588,2507,40,M,USA,ME,Portland,32060
"Mujumdar, Urvi",36.17,75.1,155.97,165.23,206.9,250.17,298.52,341.77,358.43,13.68,30898,13780,6700,38,F,USA,MA,Cambridge,32062
"Williams, Brittany L.",29.78,59.9,118.07,124.52,147.97,178.85,210.8,243.95,258.4,9.87,21590,8911,4503,26,F,USA,MA,South Boston,32063
"Kanaan, Fadi",28.63,56.17,114.47,120.42,150.12,183.63,219.02,255.15,270.25,10.32,23487,13579,4648,33,M,USA,MA,Boston,32064
"Lueger, Danielle M.",33.57,68.48,142.13,150.42,183.48,228.62,276.27,319.92,336.5,12.85,29899,13234,6426,31,F,USA,MA,Melrose,32065
"Berman, Eric A",30.08,61.92,125.2,133.77,169.27,212.38,263.9,317.65,334.67,12.77,29800,16616,2810,47,M,USA,NY,New York,32066
"Vogt, Kellie S",28.53,57.43,121.02,127.87,155.87,195.58,235.63,276.07,293.87,11.22,26579,11550,1946,47,F,USA,CA,Wilton,32067
"Richards, Frances C",29.53,59.05,120.43,127.27,158.58,197.47,239.87,279.22,295.22,11.27,26736,11625,1227,50,F,USA,MA,Sudbury,32068
"Kondrat, Paul R",27.63,55.62,111.13,117.2,139.75,170.45,206.17,243.35,260.68,9.95,21983,12869,4444,39,M,USA,MA,Ashland,32069
"Goldberg, Ellen S.",33.05,66.32,134.32,141.88,170.0,216.8,258.33,298.62,315.73,12.05,28535,12531,2071,45,F,USA,MA,Nahant,32070
"Karas, Tina",33.32,67.15,135.98,143.2,172.03,216.08,258.13,299.87,318.8,12.17,28772,12650,2085,46,F,USA,MA,South Boston,32071
"Teehan, Meghan",28.52,56.9,118.75,125.23,151.78,185.52,220.95,255.18,268.95,10.27,23286,9800,4829,28,F,USA,MA,West Roxbury,32072
"Flores, Cecilia A",30.72,61.6,124.25,131.12,157.3,192.53,227.72,264.25,279.37,10.67,24715,10577,5140,23,F,USA,MA,Boston,32073
"Taylor, Cassandra D.",29.22,58.02,121.98,128.57,159.9,198.22,249.75,286.88,301.67,11.52,27390,11968,5783,23,F,USA,MA,Boston,32074
"Park, Irene K",27.25,53.82,109.87,116.13,140.02,173.37,206.87,241.27,255.08,9.73,20988,8579,1524,42,F,USA,MA,Andover,32076
"Roberson, Philip E",27.9,55.28,111.93,118.13,140.53,171.57,205.58,241.9,257.62,9.83,21414,12598,1870,53,M,USA,MA,Foxboro,32077
"Lapointe, Talia A",31.67,62.85,123.72,130.6,158.6,193.43,231.63,266.58,281.32,10.73,24971,10712,5201,32,F,USA,MA,Jefferson,32078
"Taffe, Megan J.",32.57,65.57,132.1,140.08,166.67,203.02,244.52,280.98,295.2,11.27,26735,11624,5608,29,F,USA,MA,Charlestown,32079
"Jones, Gerald E II",28.97,60.83,129.63,136.83,170.05,216.27,263.92,310.58,328.38,12.53,29402,16413,5564,36,M,USA,CA,Canyon Country,32080
"Sousa, Stephen A",29.57,60.22,125.6,132.53,160.43,198.77,242.02,283.73,302.3,11.53,27435,15448,2670,49,M,USA,MA,Brookline,32081
"Casady, Mary C",30.85,62.6,126.3,133.33,162.12,207.33,252.42,294.63,310.37,11.85,28120,12328,5952,28,F,USA,MA,Boston,32082
"Nantoski, Ashlee",30.13,61.53,120.25,126.58,151.47,186.12,220.17,255.9,269.02,10.27,23297,9808,4834,30,F,USA,MA,Natick,32083
"Calvin, Luciana",31.38,62.65,128.95,136.17,163.2,198.8,238.27,275.63,291.77,11.13,26321,11420,1906,42,F,USA,MA,Chelmsford,32084
"Miller, Nanci",30.4,60.28,123.8,130.7,158.77,195.15,235.0,272.32,287.32,10.97,25770,11142,1877,46,F,USA,NH,Hudson,32085
"Mason, Robert D.",27.9,55.88,111.92,118.13,140.72,170.9,202.17,235.62,249.63,9.53,19972,11967,2193,49,M,USA,TX,Spring,32086
"Hoffman, Megan A",31.85,63.4,131.03,138.62,169.15,206.38,248.97,288.87,303.75,11.6,27558,12052,5822,29,F,USA,MA,Medford,32087
"Keating, Christopher E",31.23,62.02,123.18,129.72,156.48,189.02,222.87,254.95,269.17,10.27,23325,13500,2118,44,M,USA,NY,Kinderkook,32088
"Mckinley, Bryant P",28.05,55.32,112.1,118.25,141.53,172.18,207.92,245.22,260.43,9.93,21933,12847,1265,55,M,USA,MA,Shrewsbury,32089
"Kelley, Kyle J.",29.37,58.47,118.35,125.25,153.2,194.6,245.37,296.37,316.38,12.08,28587,16031,2442,42,M,USA,MA,Hopkinton,32090
"Tolman, Newell",34.25,72.58,156.97,166.22,202.07,250.92,305.92,353.23,375.05,14.32,31310,17294,150,72,M,USA,NH,Surry,32091
"Costa, Alyssa",31.87,65.62,136.8,144.28,175.22,216.48,257.07,296.17,313.53,11.97,28370,12439,6004,26,F,USA,MA,South Boston,32092
"Dowd, Kevin F",30.62,62.23,132.12,139.27,168.38,213.32,257.72,301.12,317.77,12.13,28683,16080,2282,50,M,USA,MA,Dorchester,32093
"Oliari, Stephanie L",26.85,53.95,110.07,116.07,138.37,167.68,198.4,228.35,241.33,9.22,18363,7077,3899,26,F,USA,MA,Bridgewater,32094
"Dannaher, Michelle L",28.07,55.65,110.87,116.92,138.98,172.07,205.08,240.47,254.77,9.73,20940,8550,1519,40,F,USA,MA,Medford,32095
"Gorske, Jim",30.2,62.42,127.35,134.48,160.98,197.38,234.53,273.33,288.47,11.02,25926,14709,2124,53,M,USA,MA,Holden,32096
"Casey, Thomas W.",34.78,70.0,145.47,154.12,188.73,234.32,290.53,334.1,350.97,13.4,30645,17012,5752,32,M,USA,VA,Richmond,32097
"Hay, Gordon",33.05,66.72,141.1,149.43,185.48,229.98,272.28,313.4,331.4,12.65,29607,16526,2798,47,M,USA,MA,Mansfield,32099
"Banerjee, Bhaskar",29.78,59.3,124.7,131.98,162.0,201.37,241.13,278.37,295.12,11.27,26727,15109,2332,43,M,USA,MA,Dover,32100
"Tobin, Patricia L.",27.38,52.22,107.98,114.55,144.67,188.05,228.27,268.1,283.4,10.82,25270,10885,5278,36,F,USA,MA,Needham,32101
"Zito, Jamie",30.27,59.63,118.65,125.12,148.35,180.25,217.1,251.32,267.5,10.22,23064,13371,2101,43,M,USA,RI,Cranston,32102
"McGilloway, Ashley N.",34.05,67.47,142.37,151.12,186.02,235.85,283.67,327.92,347.22,13.25,30494,13547,6584,27,F,USA,MA,Beverly,32103
"Eufrazio, Joseph J",30.68,60.57,120.12,126.53,149.65,179.73,213.68,254.92,272.2,10.38,23785,13705,2142,41,M,USA,MA,Plymouth,32104
"Summers, Jessica B",27.98,55.32,111.23,117.52,140.68,171.17,203.3,235.92,249.47,9.52,19944,7986,4216,28,F,USA,VA,Arlington,32105
"Brown, Justin A",30.02,61.65,123.63,130.23,154.47,187.33,222.85,260.28,275.83,10.53,24259,13923,4743,31,M,USA,MA,Boston,32106
"Lang, Kaitlyn",28.68,57.73,122.57,130.2,157.43,193.42,233.88,270.62,284.85,10.87,25465,10995,5318,27,F,USA,MA,Boxford,32107
"Meehan, Riley Jack",31.15,58.82,114.13,119.77,143.13,174.82,212.75,247.53,261.5,9.98,22096,12920,4458,23,M,USA,MA,Somerville,32108
"Monahan, Bonnie",31.9,65.0,139.63,147.3,182.12,225.73,277.4,321.43,339.28,12.95,30087,13335,1388,51,F,USA,NH,Rye,32109
"Cook, Peter A Jr.",36.2,71.45,146.47,155.22,187.35,233.2,281.85,329.45,352.72,13.47,30717,17044,1721,58,M,USA,SC,Anderson,32110
"Perez, Calixto",32.02,64.85,135.4,142.45,168.12,210.28,252.68,289.15,308.3,11.77,27934,15701,5301,39,M,USA,MA,Boston,32111
"Burkard, Caroline M",30.52,61.5,136.68,143.98,171.55,207.5,242.75,277.18,290.63,11.1,26207,11360,5495,25,F,USA,MA,Medford,32112
"Gervais, Pamela R",30.97,61.35,124.67,131.37,157.48,194.17,232.77,269.42,284.43,10.85,25409,10958,5301,32,F,USA,MA,Waltham,32113
"Wilner, Paul",31.02,62.43,127.57,134.62,161.32,198.57,237.87,277.65,295.77,11.28,26788,15134,1528,57,M,USA,MI,Okemos,32114
"Flint, Patrick B",31.97,63.93,127.38,134.37,160.38,197.52,238.0,276.83,293.42,11.2,26511,14992,5068,30,M,USA,NC,Raleigh,32115
"Jeans, Meghan",29.88,59.53,123.02,130.25,157.33,194.17,231.48,269.27,285.67,10.9,25565,11046,5340,39,F,USA,MA,Charlestown,32116
"Shannon, Colleen M",34.45,69.27,148.9,157.45,194.62,245.02,294.9,339.1,356.15,13.6,30824,13734,6677,35,F,USA,MA,Quincy,32117
"Winchester, Anne Marie",26.92,54.22,108.85,114.82,136.93,168.73,206.22,244.65,262.02,10.0,22169,9208,1598,47,F,USA,MA,Duxbury,32118
"Crea, Raquel",25.75,52.8,116.75,123.52,153.82,191.23,236.52,277.87,293.27,11.2,26490,11506,5554,31,F,USA,MA,Northborough,32121
"Stephens, Scott S",27.78,55.78,117.0,123.97,153.55,193.67,240.15,290.3,310.37,11.85,28121,15793,2413,44,M,USA,MA,Norwell,32122
"Mckitterick, Sarah",29.88,59.0,118.75,125.4,154.82,184.87,215.68,266.9,280.72,10.72,24889,10672,5186,29,F,USA,MA,Boston,32123
"Pakstis, Sarah",34.6,69.92,139.15,146.5,174.1,210.1,251.17,289.63,304.58,11.63,27630,12089,5837,36,F,USA,MA,Cambridge,32124
"Seton-Harris, Genevieve",30.13,60.37,132.67,140.45,171.95,216.27,266.02,311.72,330.37,12.62,29540,13050,2142,43,F,USA,NH,Hudson,32125
"Boehm, Richard A. Jr.",26.4,51.82,103.07,108.77,130.12,163.15,204.35,260.58,276.77,10.57,24389,13984,4761,39,M,USA,WV,Scott Depot,32126
"Edsell-Vetter, Carolyn L",30.65,62.9,132.63,139.9,165.83,203.8,244.82,280.18,297.08,11.33,26924,11726,5654,38,F,USA,MA,Medford,32127
"Sager, Jacqueline",31.53,59.28,115.9,122.0,144.83,175.43,208.92,241.57,256.03,9.77,21155,8671,4430,28,F,USA,MA,Boston,32128
"Chrudimsky, Jared P",29.13,57.33,112.85,118.98,142.4,174.25,210.28,246.23,262.22,10.02,22202,12981,4471,38,M,USA,MA,Holden,32129
"Henry, Alison C",30.65,60.8,122.62,129.85,155.8,188.82,222.58,254.73,267.6,10.22,23084,9704,4796,29,F,USA,MA,Plymouth,32130
"Geary, Ed",32.03,64.0,126.95,133.67,159.83,194.97,235.45,274.68,290.62,11.1,26202,14844,1494,59,M,USA,FL,Clermont,32132
"Gabriele, Kathryn R.",32.1,64.73,131.23,138.2,163.78,196.18,230.27,263.47,277.85,10.6,24527,10474,5097,29,F,USA,OH,Bryan,32133
"Wilkins, Colin",29.22,56.78,110.53,116.4,137.7,166.33,197.77,235.42,249.57,9.53,19960,11962,4208,34,M,USA,MA,Jamaica Plain,32134
"Bligh, Beth Ann",33.73,69.3,151.58,162.85,200.18,250.6,298.58,343.98,362.3,13.83,31016,13848,6730,33,F,USA,MA,Bridgewater,32135
"Eldrenkamp, Kristina E",34.7,71.0,141.03,148.05,178.0,221.22,264.17,303.4,318.93,12.17,28787,12661,6124,25,F,USA,MA,Somerville,32137
"Hogan, Patrick J III",28.17,56.42,115.37,121.8,146.35,179.78,214.67,250.4,266.12,10.15,22819,13255,692,62,M,USA,WA,Gig Harbor,32138
"Shum, Elton",30.5,61.28,123.73,130.45,155.48,196.48,242.18,282.62,302.33,11.53,27439,15450,5208,38,M,USA,MA,Newton,32139
"Werner, Kristen L",28.05,56.58,118.0,124.87,150.67,182.55,216.53,249.53,264.63,10.1,22600,9445,4698,24,F,USA,NC,Jamestown,32140
"Earley, Kathleen",29.03,58.57,119.82,126.78,153.17,190.17,229.67,270.05,287.08,10.95,25743,11127,5382,27,F,USA,MA,South Boston,32141
"Campbell, Katherine M",32.27,65.4,135.87,143.05,171.48,212.05,252.8,288.67,302.83,11.57,27481,12014,5804,30,F,USA,MA,Boston,32142
"O'Neil, Kathleen",32.03,63.8,131.92,138.6,166.83,204.9,240.73,284.48,298.48,11.4,27094,11810,5698,38,F,USA,MA,Dedham,32144
"Vaughan, Lauren J",29.0,57.17,115.92,122.05,145.72,183.58,225.02,262.22,276.55,10.55,24355,10387,5065,34,F,USA,MA,Canton,32146
